timestamp,input_path,output_txt,output_meta,pages,ocr_pages,ocr_mode,dpi,text_chars,ocr_chars,duration_sec,status,error
2025-12-23 07:06:01,CASE DOCS\04.25.25 - MOTION TO RECUSE-1.pdf,extracted_text\04.25.25 - MOTION TO RECUSE-1.txt,extracted_text\04.25.25 - MOTION TO RECUSE-1.json,72,72,always,300,93942,92665,63.54,ok,
2025-12-23 07:07:05,CASE DOCS\04.25.25 - RECUSAL-1.pdf,extracted_text\04.25.25 - RECUSAL-1.txt,extracted_text\04.25.25 - RECUSAL-1.json,73,73,always,300,94736,93432,63.74,ok,
2025-12-23 07:13:05,CASE DOCS\04.26.2024 - 2ND COA APPENDIX-1.pdf,extracted_text\04.26.2024 - 2ND COA APPENDIX-1.txt,extracted_text\04.26.2024 - 2ND COA APPENDIX-1.json,397,397,always,300,474926,505774,360.37,ok,
2025-12-23 07:20:00,CASE DOCS\04.26.24 - 02-24-00149-CV APPENDIX-1.pdf,extracted_text\04.26.24 - 02-24-00149-CV APPENDIX-1.txt,extracted_text\04.26.24 - 02-24-00149-CV APPENDIX-1.json,397,397,always,300,466312,497108,414.47,ok,
2025-12-23 07:20:13,CASE DOCS\04.26.24 - 02-24-00149-CV MOTION FOR EN BANC-1.pdf,extracted_text\04.26.24 - 02-24-00149-CV MOTION FOR EN BANC-1.txt,extracted_text\04.26.24 - 02-24-00149-CV MOTION FOR EN BANC-1.json,15,15,always,300,12891,12805,13.55,ok,
2025-12-23 07:20:27,CASE DOCS\04.26.24 - MOTION FOR EN BANC-1.pdf,extracted_text\04.26.24 - MOTION FOR EN BANC-1.txt,extracted_text\04.26.24 - MOTION FOR EN BANC-1.json,15,15,always,300,13101,13067,13.91,ok,
2025-12-23 07:20:40,CASE DOCS\04.27.25 - NOTCE OF INTENT PROHIBITION-1.pdf,extracted_text\04.27.25 - NOTCE OF INTENT PROHIBITION-1.txt,extracted_text\04.27.25 - NOTCE OF INTENT PROHIBITION-1.json,12,12,always,300,18916,18616,13.29,ok,
2025-12-23 07:23:13,CASE DOCS\04.28.2025_FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.28.2025_FIRST AMENDED MOTION TO RECUSE-1.txt,extracted_text\04.28.2025_FIRST AMENDED MOTION TO RECUSE-1.json,122,122,always,300,218781,215119,152.85,ok,
2025-12-23 07:23:20,CASE DOCS\04.28.2025_NOTICE OF NON-APPEARANCE AND OBJ TO TRIAL SETTING-1.pdf,extracted_text\04.28.2025_NOTICE OF NON-APPEARANCE AND OBJ TO TRIAL SETTING-1.txt,extracted_text\04.28.2025_NOTICE OF NON-APPEARANCE AND OBJ TO TRIAL SETTING-1.json,7,7,always,300,6422,6164,6.45,ok,
2025-12-23 07:23:35,CASE DOCS\04.28.24 - MOTION FOR REHEARING WITH APPENDIX-1.pdf,extracted_text\04.28.24 - MOTION FOR REHEARING WITH APPENDIX-1.txt,extracted_text\04.28.24 - MOTION FOR REHEARING WITH APPENDIX-1.json,17,17,always,300,12019,11727,15.45,ok,
2025-12-23 07:26:04,CASE DOCS\04.28.25 - FIRST AMENDED RECUSE-1.pdf,extracted_text\04.28.25 - FIRST AMENDED RECUSE-1.txt,extracted_text\04.28.25 - FIRST AMENDED RECUSE-1.json,122,122,always,300,214411,213178,148.69,ok,
2025-12-23 07:26:08,CASE DOCS\04.28.25 - NOTICE AND OBJECTION-1.pdf,extracted_text\04.28.25 - NOTICE AND OBJECTION-1.txt,extracted_text\04.28.25 - NOTICE AND OBJECTION-1.json,5,5,always,300,5217,5112,4.38,ok,
2025-12-23 07:26:13,CASE DOCS\04.28.25 - NOTICE AND OBJECTION-a9ed2d2a-1.pdf,extracted_text\04.28.25 - NOTICE AND OBJECTION-a9ed2d2a-1.txt,extracted_text\04.28.25 - NOTICE AND OBJECTION-a9ed2d2a-1.json,6,6,always,300,6047,5913,5.27,ok,
2025-12-23 07:26:17,CASE DOCS\04.29.2025_JM LETTER - ORDER OF REFERRAL-1.pdf,extracted_text\04.29.2025_JM LETTER - ORDER OF REFERRAL-1.txt,extracted_text\04.29.2025_JM LETTER - ORDER OF REFERRAL-1.json,5,5,always,300,3865,3696,4.0,ok,
2025-12-23 07:26:21,CASE DOCS\04.29.25 - 322 JM LETTER-1.pdf,extracted_text\04.29.25 - 322 JM LETTER-1.txt,extracted_text\04.29.25 - 322 JM LETTER-1.json,4,4,always,300,3622,3569,3.33,ok,
2025-12-23 07:26:22,CASE DOCS\04.29.25 - Erroneous Kaitcer Referral-1.pdf,extracted_text\04.29.25 - Erroneous Kaitcer Referral-1.txt,extracted_text\04.29.25 - Erroneous Kaitcer Referral-1.json,1,1,always,300,0,1046,1.27,ok,
2025-12-23 07:26:27,CASE DOCS\04.29.25 - OBJECTION RECUSAL HANDLING-1.pdf,extracted_text\04.29.25 - OBJECTION RECUSAL HANDLING-1.txt,extracted_text\04.29.25 - OBJECTION RECUSAL HANDLING-1.json,5,5,always,300,6850,6760,4.89,ok,
2025-12-23 07:26:34,CASE DOCS\04.29.25 - Objection to Recusal Handling-1.pdf,extracted_text\04.29.25 - Objection to Recusal Handling-1.txt,extracted_text\04.29.25 - Objection to Recusal Handling-1.json,7,7,always,300,8089,7866,6.99,ok,
2025-12-23 07:26:38,CASE DOCS\04.29.25 - Order of Referral (Kaitcer)-1.pdf,extracted_text\04.29.25 - Order of Referral (Kaitcer)-1.txt,extracted_text\04.29.25 - Order of Referral (Kaitcer)-1.json,5,5,always,300,3920,3761,3.87,ok,
2025-12-23 07:26:39,CASE DOCS\04.29.25 - Order of Referral Munford-1.pdf,extracted_text\04.29.25 - Order of Referral Munford-1.txt,extracted_text\04.29.25 - Order of Referral Munford-1.json,1,1,always,300,0,1021,1.25,ok,
2025-12-23 07:26:42,CASE DOCS\04.29.25 322 744263 23 JK LETTER-1.pdf,extracted_text\04.29.25 322 744263 23 JK LETTER-1.txt,extracted_text\04.29.25 322 744263 23 JK LETTER-1.json,4,4,always,300,3658,3577,3.34,ok,
2025-12-23 07:26:44,CASE DOCS\04.29.25 322 744263 23 JK ORDER-1.pdf,extracted_text\04.29.25 322 744263 23 JK ORDER-1.txt,extracted_text\04.29.25 322 744263 23 JK ORDER-1.json,2,2,always,300,1953,1878,1.76,ok,
2025-12-23 07:26:46,CASE DOCS\04.29.25 322 744263 23 JM ORDER-1.pdf,extracted_text\04.29.25 322 744263 23 JM ORDER-1.txt,extracted_text\04.29.25 322 744263 23 JM ORDER-1.json,2,2,always,300,1884,1877,1.8,ok,
2025-12-23 07:26:51,CASE DOCS\04.30.2024_NOTICE OF COMPLETION - CHARLES MYERS-1.pdf,extracted_text\04.30.2024_NOTICE OF COMPLETION - CHARLES MYERS-1.txt,extracted_text\04.30.2024_NOTICE OF COMPLETION - CHARLES MYERS-1.json,5,5,always,300,3319,3149,5.15,ok,
2025-12-23 07:26:52,CASE DOCS\04.30.24 - Notice of Completion-1-1.pdf,extracted_text\04.30.24 - Notice of Completion-1-1.txt,extracted_text\04.30.24 - Notice of Completion-1-1.json,1,1,always,300,776,856,1.06,ok,
2025-12-23 07:26:57,CASE DOCS\04.30.24 - NOTICE OF COMPLETION-1.pdf,extracted_text\04.30.24 - NOTICE OF COMPLETION-1.txt,extracted_text\04.30.24 - NOTICE OF COMPLETION-1.json,5,5,always,300,4043,4008,4.45,ok,
2025-12-23 07:27:01,CASE DOCS\04.30.24 - Notice of Completion-e077c7fc-1.pdf,extracted_text\04.30.24 - Notice of Completion-e077c7fc-1.txt,extracted_text\04.30.24 - Notice of Completion-e077c7fc-1.json,5,5,always,300,4043,4008,4.38,ok,
2025-12-23 07:28:10,CASE DOCS\05-04-2023-Agreed_Motion-1.pdf-1.pdf,extracted_text\05-04-2023-Agreed_Motion-1.pdf-1.txt,extracted_text\05-04-2023-Agreed_Motion-1.pdf-1.json,61,61,always,300,95023,92306,68.84,ok,
