timestamp,input_path,output_txt,output_meta,pages,ocr_pages,ocr_mode,dpi,text_chars,ocr_chars,duration_sec,status,error
2025-12-23 10:17:24,CASE DOCS\05.08.25 - 25-0367 MOTION TO CONSOLIDATE-1.pdf,extracted_text\05.08.25 - 25-0367 MOTION TO CONSOLIDATE-1.txt,extracted_text\05.08.25 - 25-0367 MOTION TO CONSOLIDATE-1.json,2788,2788,always,300,4026594,3892554,2897.28,ok,
2025-12-23 10:17:29,CASE DOCS\05.09.24 Defective IWO-1.pdf,extracted_text\05.09.24 Defective IWO-1.txt,extracted_text\05.09.24 Defective IWO-1.json,4,4,always,300,13808,11926,5.57,ok,
2025-12-23 10:17:39,CASE DOCS\05.12.2025_AFFIDAVIT OF CHARLES DUSTIN MYERS-1.pdf,extracted_text\05.12.2025_AFFIDAVIT OF CHARLES DUSTIN MYERS-1.txt,extracted_text\05.12.2025_AFFIDAVIT OF CHARLES DUSTIN MYERS-1.json,13,13,always,300,13487,13237,9.72,ok,
2025-12-23 10:17:47,CASE DOCS\05.12.25 - 25-0361 AFFIDAVIT OF CHARLES DUSTIN MYERS-1.pdf,extracted_text\05.12.25 - 25-0361 AFFIDAVIT OF CHARLES DUSTIN MYERS-1.txt,extracted_text\05.12.25 - 25-0361 AFFIDAVIT OF CHARLES DUSTIN MYERS-1.json,11,11,always,300,11943,11840,8.31,ok,
2025-12-23 10:17:49,CASE DOCS\05.13.2024_POST CARD SUPCT PETMAND FILED-1.pdf,extracted_text\05.13.2024_POST CARD SUPCT PETMAND FILED-1.txt,extracted_text\05.13.2024_POST CARD SUPCT PETMAND FILED-1.json,6,6,always,300,1977,1884,2.01,ok,
2025-12-23 10:17:51,CASE DOCS\05.13.24 - 24-0395 MANDAMUS FILED POSTCARD-1.pdf,extracted_text\05.13.24 - 24-0395 MANDAMUS FILED POSTCARD-1.txt,extracted_text\05.13.24 - 24-0395 MANDAMUS FILED POSTCARD-1.json,5,5,always,300,1627,1649,1.56,ok,
2025-12-23 10:17:52,CASE DOCS\05.13.24 - PETITION MANDAMUS RECEIVED-1.pdf,extracted_text\05.13.24 - PETITION MANDAMUS RECEIVED-1.txt,extracted_text\05.13.24 - PETITION MANDAMUS RECEIVED-1.json,5,5,always,300,1627,1649,1.53,ok,
2025-12-23 10:17:57,CASE DOCS\05.14.24 Notice of Clarification-1.pdf,extracted_text\05.14.24 Notice of Clarification-1.txt,extracted_text\05.14.24 Notice of Clarification-1.json,7,7,always,300,5874,5832,4.81,ok,
2025-12-23 10:17:59,CASE DOCS\05.15.25 - ORDER DENYING OBJECTION TO ORDER OF ASSIGNMENT-1.pdf,extracted_text\05.15.25 - ORDER DENYING OBJECTION TO ORDER OF ASSIGNMENT-1.txt,extracted_text\05.15.25 - ORDER DENYING OBJECTION TO ORDER OF ASSIGNMENT-1.json,3,3,always,300,2595,2592,1.98,ok,
2025-12-23 10:18:01,CASE DOCS\05.15.25 - ORDER OVERRULING OBJECTION-1.pdf,extracted_text\05.15.25 - ORDER OVERRULING OBJECTION-1.txt,extracted_text\05.15.25 - ORDER OVERRULING OBJECTION-1.json,3,3,always,300,2056,2039,2.05,ok,
2025-12-23 10:18:03,CASE DOCS\05.15.25 Order Denying Objection to Order of Referral-1.pdf,extracted_text\05.15.25 Order Denying Objection to Order of Referral-1.txt,extracted_text\05.15.25 Order Denying Objection to Order of Referral-1.json,2,2,always,300,0,2001,1.67,ok,
2025-12-23 10:18:06,CASE DOCS\05.16.2025_EMERGENCY NOTICE-1.pdf,extracted_text\05.16.2025_EMERGENCY NOTICE-1.txt,extracted_text\05.16.2025_EMERGENCY NOTICE-1.json,5,5,always,300,3207,3077,3.09,ok,
2025-12-23 10:18:14,CASE DOCS\05.16.25 - NOTICE OF INTENT TO FILE MANDAMUS-1.pdf,extracted_text\05.16.25 - NOTICE OF INTENT TO FILE MANDAMUS-1.txt,extracted_text\05.16.25 - NOTICE OF INTENT TO FILE MANDAMUS-1.json,10,10,always,300,9586,9766,7.69,ok,
2025-12-23 10:18:48,CASE DOCS\05.19.2025_CASE MEMORANDUM-1.pdf,extracted_text\05.19.2025_CASE MEMORANDUM-1.txt,extracted_text\05.19.2025_CASE MEMORANDUM-1.json,40,40,always,300,52054,50082,34.14,ok,
2025-12-23 10:18:57,CASE DOCS\05.19.24 - EXHIBIT - DEFECTIVE IWO-1.pdf,extracted_text\05.19.24 - EXHIBIT - DEFECTIVE IWO-1.txt,extracted_text\05.19.24 - EXHIBIT - DEFECTIVE IWO-1.json,8,8,always,300,16665,14844,8.73,ok,
2025-12-23 10:19:35,CASE DOCS\05.19.25 - 0426 MANDAMUS-1.pdf,extracted_text\05.19.25 - 0426 MANDAMUS-1.txt,extracted_text\05.19.25 - 0426 MANDAMUS-1.json,51,51,always,300,51400,49734,38.54,ok,
2025-12-23 10:20:08,CASE DOCS\05.19.25 - 25-0426 CASE MEMORANDUM-1.pdf,extracted_text\05.19.25 - 25-0426 CASE MEMORANDUM-1.txt,extracted_text\05.19.25 - 25-0426 CASE MEMORANDUM-1.json,39,39,always,300,50341,49371,33.16,ok,
