timestamp,input_path,output_txt,output_meta,pages,ocr_pages,ocr_mode,dpi,text_chars,ocr_chars,duration_sec,status,error
2025-12-23 06:26:09,CASE DOCS\04.08.24 - 02-24-00149-CV MOTION FOR EMERGENCY STAY-1.pdf,extracted_text\04.08.24 - 02-24-00149-CV MOTION FOR EMERGENCY STAY-1.txt,extracted_text\04.08.24 - 02-24-00149-CV MOTION FOR EMERGENCY STAY-1.json,260,260,always,300,287479,376138,324.62,ok,
2025-12-23 06:32:46,CASE DOCS\04.08.24 - 2ND COA MANDAMUS-1.pdf,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.txt,extracted_text\04.08.24 - 2ND COA MANDAMUS-1.json,319,319,always,300,376192,463819,396.72,ok,
2025-12-23 06:33:01,CASE DOCS\04.08.24 - Emergency Stay-1.pdf,extracted_text\04.08.24 - Emergency Stay-1.txt,extracted_text\04.08.24 - Emergency Stay-1.json,13,13,always,300,26540,20738,14.61,ok,
2025-12-23 06:33:02,CASE DOCS\04.08.24 - Mandamus Filed-1.pdf,extracted_text\04.08.24 - Mandamus Filed-1.txt,extracted_text\04.08.24 - Mandamus Filed-1.json,2,2,always,300,1403,1341,1.7,ok,
2025-12-23 06:33:04,CASE DOCS\04.08.24 - MANDAMUS RECEIPT-1.pdf,extracted_text\04.08.24 - MANDAMUS RECEIPT-1.txt,extracted_text\04.08.24 - MANDAMUS RECEIPT-1.json,1,1,always,300,1235,1189,1.11,ok,
2025-12-23 06:33:50,CASE DOCS\04.08.24 - Mandamus-1.pdf,extracted_text\04.08.24 - Mandamus-1.txt,extracted_text\04.08.24 - Mandamus-1.json,52,52,always,300,47406,46571,46.78,ok,
2025-12-23 06:33:53,CASE DOCS\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.pdf,extracted_text\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.txt,extracted_text\04.08.25 - ANGIE COORDINATOR DISTRICT JUDGE-1.json,3,3,always,300,4301,4364,2.42,ok,
2025-12-23 06:35:48,CASE DOCS\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.pdf,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.txt,extracted_text\04.08.25 - FIRST AMENDED MOTION TO RECUSE-1.json,121,121,always,300,213320,211990,115.16,ok,
2025-12-23 06:36:09,CASE DOCS\04.08.25 - NOTICE OF INCLUSION-1.pdf,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.txt,extracted_text\04.08.25 - NOTICE OF INCLUSION-1.json,27,27,always,300,31604,32634,21.14,ok,
2025-12-23 06:36:11,CASE DOCS\04.09.25 - Clerk Refuses Exhibits-1.pdf,extracted_text\04.09.25 - Clerk Refuses Exhibits-1.txt,extracted_text\04.09.25 - Clerk Refuses Exhibits-1.json,2,2,always,300,2522,2587,1.55,ok,
