timestamp,input_path,output_txt,output_meta,pages,ocr_pages,ocr_mode,dpi,text_chars,ocr_chars,duration_sec,status,error
2025-12-23 05:20:23,CASE DOCS\03.26.2024_ATTACH DANNY SLADE BURT AFFIDAVIT-1.pdf,extracted_text\03.26.2024_ATTACH DANNY SLADE BURT AFFIDAVIT-1.txt,extracted_text\03.26.2024_ATTACH DANNY SLADE BURT AFFIDAVIT-1.json,3,3,always,300,2807,2451,3.03,ok,
2025-12-23 05:20:25,CASE DOCS\03.26.2024_ATTACH JOHN VALERA AFFIDAVIT-1.pdf,extracted_text\03.26.2024_ATTACH JOHN VALERA AFFIDAVIT-1.txt,extracted_text\03.26.2024_ATTACH JOHN VALERA AFFIDAVIT-1.json,3,3,always,300,2244,1508,2.74,ok,
2025-12-23 05:20:32,CASE DOCS\03.26.2024_REQUEST FOR CLERK TO PREPARE RECORD-1.pdf,extracted_text\03.26.2024_REQUEST FOR CLERK TO PREPARE RECORD-1.txt,extracted_text\03.26.2024_REQUEST FOR CLERK TO PREPARE RECORD-1.json,9,9,always,300,7621,6824,6.41,ok,
2025-12-23 05:20:35,CASE DOCS\03.26.2024_REQUEST FOR FINDINGS OF FACT  CONCLUSIONSOF LAW-1.pdf,extracted_text\03.26.2024_REQUEST FOR FINDINGS OF FACT  CONCLUSIONSOF LAW-1.txt,extracted_text\03.26.2024_REQUEST FOR FINDINGS OF FACT  CONCLUSIONSOF LAW-1.json,5,5,always,300,3734,3428,3.61,ok,
2025-12-23 05:21:21,CASE DOCS\03.26.2024_TEMPORARY ORDERS-1.pdf,extracted_text\03.26.2024_TEMPORARY ORDERS-1.txt,extracted_text\03.26.2024_TEMPORARY ORDERS-1.json,40,40,always,300,81678,78074,45.68,ok,
2025-12-23 05:22:07,CASE DOCS\03.26.24 - 2nd Amended Preparatory Notice-1.pdf,extracted_text\03.26.24 - 2nd Amended Preparatory Notice-1.txt,extracted_text\03.26.24 - 2nd Amended Preparatory Notice-1.json,50,50,always,300,67166,64661,46.2,ok,
2025-12-23 05:22:09,CASE DOCS\03.26.24 - AJREP-1.pdf,extracted_text\03.26.24 - AJREP-1.txt,extracted_text\03.26.24 - AJREP-1.json,2,2,always,300,1925,1752,1.98,ok,
2025-12-23 05:22:11,CASE DOCS\03.26.24 - DENIAL OF RECONSIDERATION-1.pdf,extracted_text\03.26.24 - DENIAL OF RECONSIDERATION-1.txt,extracted_text\03.26.24 - DENIAL OF RECONSIDERATION-1.json,2,2,always,300,1925,1752,1.95,ok,
2025-12-23 05:22:14,CASE DOCS\03.26.24 - Luz Oble Affidavit-1.pdf,extracted_text\03.26.24 - Luz Oble Affidavit-1.txt,extracted_text\03.26.24 - Luz Oble Affidavit-1.json,3,3,always,300,3153,2752,2.67,ok,
2025-12-23 05:22:19,CASE DOCS\03.26.24 - Morvan Affidavit-1.pdf,extracted_text\03.26.24 - Morvan Affidavit-1.txt,extracted_text\03.26.24 - Morvan Affidavit-1.json,4,4,always,300,3478,2919,5.29,ok,
2025-12-23 05:22:22,CASE DOCS\03.26.24 - REQUEST FOR FINDINGS OF FACT AND CONCLUSIONS OF LAW-1.pdf,extracted_text\03.26.24 - REQUEST FOR FINDINGS OF FACT AND CONCLUSIONS OF LAW-1.txt,extracted_text\03.26.24 - REQUEST FOR FINDINGS OF FACT AND CONCLUSIONS OF LAW-1.json,4,4,always,300,3568,3330,2.61,ok,
2025-12-23 05:23:00,CASE DOCS\03.26.24 - Second Amended Prepatory Notice for Judicial Review-1.pdf,extracted_text\03.26.24 - Second Amended Prepatory Notice for Judicial Review-1.txt,extracted_text\03.26.24 - Second Amended Prepatory Notice for Judicial Review-1.json,49,49,always,300,65975,63834,38.18,ok,
2025-12-23 05:23:35,CASE DOCS\03.26.24 - SECOND PREPARATORY NOTICE FOR JUDICIAL REVIEW-1.pdf,extracted_text\03.26.24 - SECOND PREPARATORY NOTICE FOR JUDICIAL REVIEW-1.txt,extracted_text\03.26.24 - SECOND PREPARATORY NOTICE FOR JUDICIAL REVIEW-1.json,49,49,always,300,59066,59268,35.16,ok,
2025-12-23 05:24:19,CASE DOCS\03.26.24 - TEMPORARY ORDERS (ILLEGAL)-1.pdf,extracted_text\03.26.24 - TEMPORARY ORDERS (ILLEGAL)-1.txt,extracted_text\03.26.24 - TEMPORARY ORDERS (ILLEGAL)-1.json,39,39,always,300,80399,78448,44.26,ok,
2025-12-23 05:25:03,CASE DOCS\03.26.24 - TEMPORARY ORDERS-1.pdf,extracted_text\03.26.24 - TEMPORARY ORDERS-1.txt,extracted_text\03.26.24 - TEMPORARY ORDERS-1.json,39,39,always,300,80399,78448,43.75,ok,
2025-12-23 05:25:07,CASE DOCS\03.26.25 - 233-765358-25 EX-PARTE TRO COMMUNICATION-1.pdf,extracted_text\03.26.25 - 233-765358-25 EX-PARTE TRO COMMUNICATION-1.txt,extracted_text\03.26.25 - 233-765358-25 EX-PARTE TRO COMMUNICATION-1.json,5,5,always,300,5477,5581,3.37,ok,
2025-12-23 05:25:10,CASE DOCS\03.26.25 - EMAIL REGARDING EMERGENCY TRO PRESENTATION-1.pdf,extracted_text\03.26.25 - EMAIL REGARDING EMERGENCY TRO PRESENTATION-1.txt,extracted_text\03.26.25 - EMAIL REGARDING EMERGENCY TRO PRESENTATION-1.json,5,5,always,300,5472,5576,3.4,ok,
2025-12-23 05:25:12,CASE DOCS\03.26.25 - NOTIFYING OTHER PARTY OF TRO-1.pdf,extracted_text\03.26.25 - NOTIFYING OTHER PARTY OF TRO-1.txt,extracted_text\03.26.25 - NOTIFYING OTHER PARTY OF TRO-1.json,2,2,always,300,3388,3428,1.66,ok,
2025-12-23 05:25:13,CASE DOCS\03.26.25 - TRO INFORMATION PROVIDED-1.pdf,extracted_text\03.26.25 - TRO INFORMATION PROVIDED-1.txt,extracted_text\03.26.25 - TRO INFORMATION PROVIDED-1.json,2,2,always,300,3388,3428,1.62,ok,
2025-12-23 05:25:20,CASE DOCS\03.27.25 - 233rd COOPER INFLUENCE-1.pdf,extracted_text\03.27.25 - 233rd COOPER INFLUENCE-1.txt,extracted_text\03.27.25 - 233rd COOPER INFLUENCE-1.json,7,7,always,300,13831,13963,6.55,ok,
