timestamp,input_path,output_txt,output_meta,pages,ocr_pages,ocr_mode,dpi,text_chars,ocr_chars,duration_sec,status,error
2025-12-23 10:02:09,CASE DOCS\05.23.25 - First Amended Consolidated Mandamus Record-1.pdf,extracted_text\05.23.25 - First Amended Consolidated Mandamus Record-1.txt,extracted_text\05.23.25 - First Amended Consolidated Mandamus Record-1.json,,,always,300,,,,skipped,skip_pattern:First Amended Consolidated Mandamus Record
2025-12-23 10:02:42,CASE DOCS\05.23.25 - Second Amended Motion for Consolidation-1.pdf,extracted_text\05.23.25 - Second Amended Motion for Consolidation-1.txt,extracted_text\05.23.25 - Second Amended Motion for Consolidation-1.json,39,39,always,300,54356,53621,32.6,ok,
2025-12-23 10:03:15,CASE DOCS\05.23.25 - SECOND AMENDED MOTION TO CONSOLIDATE-1.pdf,extracted_text\05.23.25 - SECOND AMENDED MOTION TO CONSOLIDATE-1.txt,extracted_text\05.23.25 - SECOND AMENDED MOTION TO CONSOLIDATE-1.json,39,39,always,300,53700,52956,32.79,ok,
2025-12-23 10:04:19,CASE DOCS\05.27.2020 - SCAC MEETING-1.pdf,extracted_text\05.27.2020 - SCAC MEETING-1.txt,extracted_text\05.27.2020 - SCAC MEETING-1.json,62,62,always,300,81252,75287,63.68,ok,
2025-12-23 10:04:22,CASE DOCS\05.27.25 - COVER LETTER_D0948D0F.pdf,extracted_text\05.27.25 - COVER LETTER_D0948D0F.txt,extracted_text\05.27.25 - COVER LETTER_D0948D0F.json,4,4,always,300,5321,5243,3.41,ok,
2025-12-23 10:04:32,CASE DOCS\05.27.25 - IFP STATEMENT.pdf,extracted_text\05.27.25 - IFP STATEMENT.txt,extracted_text\05.27.25 - IFP STATEMENT.json,12,12,always,300,13735,15611,10.31,ok,
2025-12-23 10:04:59,CASE DOCS\05.27.25 - MANDAMUS CAYCE_5ACD0433.pdf,extracted_text\05.27.25 - MANDAMUS CAYCE_5ACD0433.txt,extracted_text\05.27.25 - MANDAMUS CAYCE_5ACD0433.json,35,35,always,300,39690,38332,27.03,ok,
2025-12-23 10:08:16,CASE DOCS\05.27.25 - MCRED CAYCE.pdf,extracted_text\05.27.25 - MCRED CAYCE.txt,extracted_text\05.27.25 - MCRED CAYCE.json,222,222,always,300,317809,314323,196.42,ok,
2025-12-23 10:08:16,CASE DOCS\05.28.24 - Misc. Docket No. 24-9030-1.pdf,extracted_text\05.28.24 - Misc. Docket No. 24-9030-1.txt,extracted_text\05.28.24 - Misc. Docket No. 24-9030-1.json,0,0,always,300,0,0,0.0,error,no such file: 'CASE DOCS\05.28.24 - Misc. Docket No. 24-9030-1.pdf'
2025-12-23 10:08:57,CASE DOCS\05.29.25 - 25-0361 THIRD AMENDED MOTION TO CONSOLIDATE-1.pdf,extracted_text\05.29.25 - 25-0361 THIRD AMENDED MOTION TO CONSOLIDATE-1.txt,extracted_text\05.29.25 - 25-0361 THIRD AMENDED MOTION TO CONSOLIDATE-1.json,49,49,always,300,65112,64575,41.08,ok,
2025-12-23 10:08:57,CASE DOCS\05.29.25 - THIRD AMENDED MOTION TO CONSOLIDATE-1.pdf,extracted_text\05.29.25 - THIRD AMENDED MOTION TO CONSOLIDATE-1.txt,extracted_text\05.29.25 - THIRD AMENDED MOTION TO CONSOLIDATE-1.json,0,0,always,300,0,0,0.0,error,no such file: 'CASE DOCS\05.29.25 - THIRD AMENDED MOTION TO CONSOLIDATE-1.pdf'
2025-12-23 10:09:04,CASE DOCS\05.30.25 - UNOPPOSED MOTION TO STAY.pdf,extracted_text\05.30.25 - UNOPPOSED MOTION TO STAY.txt,extracted_text\05.30.25 - UNOPPOSED MOTION TO STAY.json,9,9,always,300,10166,10043,7.11,ok,
2025-12-23 10:09:08,CASE DOCS\06.02.25 - BRANTHOOVER ORDER.pdf,extracted_text\06.02.25 - BRANTHOOVER ORDER.txt,extracted_text\06.02.25 - BRANTHOOVER ORDER.json,5,5,always,300,4503,4326,3.65,ok,
2025-12-23 10:09:08,CASE DOCS\06.02.25 - SECOND AMENDED CONSOLIDATED MANDAMUS RECORD.pdf,extracted_text\06.02.25 - SECOND AMENDED CONSOLIDATED MANDAMUS RECORD.txt,extracted_text\06.02.25 - SECOND AMENDED CONSOLIDATED MANDAMUS RECORD.json,0,0,always,300,0,0,0.0,error,no such file: 'CASE DOCS\06.02.25 - SECOND AMENDED CONSOLIDATED MANDAMUS RECORD.pdf'
2025-12-23 10:09:10,CASE DOCS\06.03.24 - Heartfelt email to MARGIE-1.pdf,extracted_text\06.03.24 - Heartfelt email to MARGIE-1.txt,extracted_text\06.03.24 - Heartfelt email to MARGIE-1.json,2,2,always,300,5100,5151,2.32,ok,
2025-12-23 10:09:25,CASE DOCS\06.05.25 - REQUEST FOR HEARING ON DWOP-1.pdf,extracted_text\06.05.25 - REQUEST FOR HEARING ON DWOP-1.txt,extracted_text\06.05.25 - REQUEST FOR HEARING ON DWOP-1.json,17,17,always,300,27965,27596,15.03,ok,
2025-12-23 10:09:31,CASE DOCS\06.10.25 - Notice of Related Federal RICO Litigation-1.pdf,extracted_text\06.10.25 - Notice of Related Federal RICO Litigation-1.txt,extracted_text\06.10.25 - Notice of Related Federal RICO Litigation-1.json,8,8,always,300,10655,10524,6.4,ok,
2025-12-23 10:10:12,CASE DOCS\06.20.24 Motion to Sign-1.pdf,extracted_text\06.20.24 Motion to Sign-1.txt,extracted_text\06.20.24 Motion to Sign-1.json,55,55,always,300,56290,39734,41.03,ok,
2025-12-23 10:10:16,CASE DOCS\06.20.24 Motion to Signx2-1.pdf,extracted_text\06.20.24 Motion to Signx2-1.txt,extracted_text\06.20.24 Motion to Signx2-1.json,4,4,always,300,5075,4978,3.24,ok,
2025-12-23 10:10:27,CASE DOCS\06.23.24 - MOTION FOR JOINDER-1.pdf,extracted_text\06.23.24 - MOTION FOR JOINDER-1.txt,extracted_text\06.23.24 - MOTION FOR JOINDER-1.json,15,15,always,300,19665,19256,11.83,ok,
2025-12-23 10:10:50,CASE DOCS\06.23.24 Motion for Joinder-1.pdf,extracted_text\06.23.24 Motion for Joinder-1.txt,extracted_text\06.23.24 Motion for Joinder-1.json,29,29,always,300,21445,32703,22.53,ok,
2025-12-23 10:11:10,CASE DOCS\06.23.24 Objection to Title IV-1.pdf,extracted_text\06.23.24 Objection to Title IV-1.txt,extracted_text\06.23.24 Objection to Title IV-1.json,23,23,always,300,33447,32060,20.09,ok,
2025-12-23 10:11:28,CASE DOCS\06.24.24 - Motion for Joinder-1-1.pdf,extracted_text\06.24.24 - Motion for Joinder-1-1.txt,extracted_text\06.24.24 - Motion for Joinder-1-1.json,24,24,always,300,24883,23913,18.11,ok,
2025-12-23 10:11:53,CASE DOCS\06.24.24 - MOTION FOR JOINDER-1.pdf,extracted_text\06.24.24 - MOTION FOR JOINDER-1.txt,extracted_text\06.24.24 - MOTION FOR JOINDER-1.json,31,31,always,300,23464,34630,24.68,ok,
2025-12-23 10:11:54,CASE DOCS\06.27.25 - CERT OF SERVICE (DAN)-1.pdf,extracted_text\06.27.25 - CERT OF SERVICE (DAN)-1.txt,extracted_text\06.27.25 - CERT OF SERVICE (DAN)-1.json,1,1,always,300,0,572,0.74,ok,
2025-12-23 10:12:00,CASE DOCS\06.28.2024_IV-D INTERVENTION-1.pdf,extracted_text\06.28.2024_IV-D INTERVENTION-1.txt,extracted_text\06.28.2024_IV-D INTERVENTION-1.json,7,7,always,300,9516,9064,6.26,ok,
2025-12-23 10:12:06,CASE DOCS\06.28.24 - EXHIBIT -  INTERVENTION PLEADING-1.pdf,extracted_text\06.28.24 - EXHIBIT -  INTERVENTION PLEADING-1.txt,extracted_text\06.28.24 - EXHIBIT -  INTERVENTION PLEADING-1.json,7,7,always,300,9104,8793,5.84,ok,
2025-12-23 10:12:11,CASE DOCS\06.28.24 - INTERVENTION PLEADING-1.pdf,extracted_text\06.28.24 - INTERVENTION PLEADING-1.txt,extracted_text\06.28.24 - INTERVENTION PLEADING-1.json,6,6,always,300,9065,8753,5.36,ok,
2025-12-23 10:12:11,CASE DOCS\06.28.24 - INTERVENTION PLEADING-254b8126-1.pdf,extracted_text\06.28.24 - INTERVENTION PLEADING-254b8126-1.txt,extracted_text\06.28.24 - INTERVENTION PLEADING-254b8126-1.json,0,0,always,300,0,0,0.0,error,no such file: 'CASE DOCS\06.28.24 - INTERVENTION PLEADING-254b8126-1.pdf'
2025-12-23 10:12:11,CASE DOCS\06.28.24 - Intervention Pleading-7d5337b5-1.pdf,extracted_text\06.28.24 - Intervention Pleading-7d5337b5-1.txt,extracted_text\06.28.24 - Intervention Pleading-7d5337b5-1.json,0,0,always,300,0,0,0.0,error,no such file: 'CASE DOCS\06.28.24 - Intervention Pleading-7d5337b5-1.pdf'
