timestamp,input_path,output_txt,output_meta,pages,ocr_pages,ocr_mode,dpi,text_chars,ocr_chars,duration_sec,status,error
2025-12-23 04:30:54,CASE DOCS\02-25-00171-CV MANDAMUS RECORD-1.pdf,extracted_text\02-25-00171-CV MANDAMUS RECORD-1.txt,extracted_text\02-25-00171-CV MANDAMUS RECORD-1.json,244,244,always,300,328902,316406,207.21,ok,
2025-12-23 04:30:55,CASE DOCS\02-25-00171-CV_25171CV-1.pdf,extracted_text\02-25-00171-CV_25171CV-1.txt,extracted_text\02-25-00171-CV_25171CV-1.json,2,2,always,300,702,603,1.02,ok,
2025-12-23 04:30:55,CASE DOCS\02-25-00171-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.pdf,extracted_text\02-25-00171-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.txt,extracted_text\02-25-00171-CV_MT REHEAR DISP ORIG PROC CV_FILECOPY-1.json,1,1,always,300,668,676,0.7,ok,
2025-12-23 04:30:56,CASE DOCS\02-25-00582-CV_25582CV-1.pdf,extracted_text\02-25-00582-CV_25582CV-1.txt,extracted_text\02-25-00582-CV_25582CV-1.json,2,2,always,300,646,544,1.0,ok,
2025-12-23 04:30:58,CASE DOCS\02-25-00582-CV_PET MAND FLD_FILECOPY-1.pdf,extracted_text\02-25-00582-CV_PET MAND FLD_FILECOPY-1.txt,extracted_text\02-25-00582-CV_PET MAND FLD_FILECOPY-1.json,2,2,always,300,1590,1534,1.33,ok,
2025-12-23 04:31:00,CASE DOCS\02.01.24 - Agreed Order to Consolidation-1.pdf,extracted_text\02.01.24 - Agreed Order to Consolidation-1.txt,extracted_text\02.01.24 - Agreed Order to Consolidation-1.json,3,3,always,300,3218,3131,2.83,ok,
2025-12-23 04:31:06,CASE DOCS\02.01.24 - AJ Report-1.pdf,extracted_text\02.01.24 - AJ Report-1.txt,extracted_text\02.01.24 - AJ Report-1.json,6,6,always,300,8407,8048,5.59,ok,
2025-12-23 04:31:09,CASE DOCS\02.01.24 - AJ's Report-1.pdf,extracted_text\02.01.24 - AJ's Report-1.txt,extracted_text\02.01.24 - AJ's Report-1.json,3,3,always,300,2517,1858,2.86,ok,
2025-12-23 04:31:15,CASE DOCS\02.01.24 - AJR-1.pdf,extracted_text\02.01.24 - AJR-1.txt,extracted_text\02.01.24 - AJR-1.json,6,6,always,300,9243,8520,6.01,ok,
2025-12-23 04:31:20,CASE DOCS\02.01.24 - Defendant's Answer-1.pdf,extracted_text\02.01.24 - Defendant's Answer-1.txt,extracted_text\02.01.24 - Defendant's Answer-1.json,4,4,always,300,748,7358,4.63,ok,
2025-12-23 04:31:22,CASE DOCS\02.05.2024_NOTICE OF TERMINATION OF LEGAL COUNSEL -BACALIS-1.pdf,extracted_text\02.05.2024_NOTICE OF TERMINATION OF LEGAL COUNSEL -BACALIS-1.txt,extracted_text\02.05.2024_NOTICE OF TERMINATION OF LEGAL COUNSEL -BACALIS-1.json,3,3,always,300,2531,2377,2.31,ok,
2025-12-23 04:31:24,CASE DOCS\02.05.24 - NOTICE OF TERMINATION OF LEGAL COUNSEL-1.pdf,extracted_text\02.05.24 - NOTICE OF TERMINATION OF LEGAL COUNSEL-1.txt,extracted_text\02.05.24 - NOTICE OF TERMINATION OF LEGAL COUNSEL-1.json,3,3,always,300,3114,3026,2.25,ok,
2025-12-23 04:31:28,CASE DOCS\02.06.2024_AGREED MOTION FOR WITHDRAWAL OF ATTY BACALIS-1.pdf,extracted_text\02.06.2024_AGREED MOTION FOR WITHDRAWAL OF ATTY BACALIS-1.txt,extracted_text\02.06.2024_AGREED MOTION FOR WITHDRAWAL OF ATTY BACALIS-1.json,5,5,always,300,4595,4230,4.25,ok,
2025-12-23 04:31:32,CASE DOCS\02.06.24 - Agreed Motion for Withdraw-1.pdf,extracted_text\02.06.24 - Agreed Motion for Withdraw-1.txt,extracted_text\02.06.24 - Agreed Motion for Withdraw-1.json,4,4,always,300,1513,4268,3.32,ok,
2025-12-23 04:31:35,CASE DOCS\02.06.24 - Agreed Motion for Withdrawal of Attorney-1.pdf,extracted_text\02.06.24 - Agreed Motion for Withdrawal of Attorney-1.txt,extracted_text\02.06.24 - Agreed Motion for Withdrawal of Attorney-1.json,4,4,always,300,949,3745,2.99,ok,
2025-12-23 04:31:38,CASE DOCS\02.06.24 - Agreed Motion for Withdrawal of Attorney_2694B50A-1.pdf,extracted_text\02.06.24 - Agreed Motion for Withdrawal of Attorney_2694B50A-1.txt,extracted_text\02.06.24 - Agreed Motion for Withdrawal of Attorney_2694B50A-1.json,4,4,always,300,949,3745,3.18,ok,
2025-12-23 04:31:44,CASE DOCS\02.08.2024_AGREED AJS REPORT FOR TEMP ORDS-1.pdf,extracted_text\02.08.2024_AGREED AJS REPORT FOR TEMP ORDS-1.txt,extracted_text\02.08.2024_AGREED AJS REPORT FOR TEMP ORDS-1.json,7,7,always,300,9541,8094,6.48,ok,
2025-12-23 04:31:47,CASE DOCS\02.08.2024_AGREED ORDER FOR CONSOLIDATION SIGNED 2124-1.pdf,extracted_text\02.08.2024_AGREED ORDER FOR CONSOLIDATION SIGNED 2124-1.txt,extracted_text\02.08.2024_AGREED ORDER FOR CONSOLIDATION SIGNED 2124-1.json,4,4,always,300,3416,2956,3.03,ok,
2025-12-23 04:31:50,CASE DOCS\02.08.24 - Agreed Motion to Consolidate-1.pdf,extracted_text\02.08.24 - Agreed Motion to Consolidate-1.txt,extracted_text\02.08.24 - Agreed Motion to Consolidate-1.json,3,3,always,300,2799,2818,2.47,ok,
2025-12-23 04:31:52,CASE DOCS\02.08.24 - Agreed Order for Consolidation-1-1.pdf,extracted_text\02.08.24 - Agreed Order for Consolidation-1-1.txt,extracted_text\02.08.24 - Agreed Order for Consolidation-1-1.json,3,3,always,300,2799,2818,2.53,ok,
2025-12-23 04:31:58,CASE DOCS\02.08.24 - Associate Judge's Report-1-1.pdf,extracted_text\02.08.24 - Associate Judge's Report-1-1.txt,extracted_text\02.08.24 - Associate Judge's Report-1-1.json,6,6,always,300,8407,8048,5.8,ok,
2025-12-23 04:32:04,CASE DOCS\02.08.24 - ASSOCIATE JUDGE'S REPORT-1.pdf,extracted_text\02.08.24 - ASSOCIATE JUDGE'S REPORT-1.txt,extracted_text\02.08.24 - ASSOCIATE JUDGE'S REPORT-1.json,6,6,always,300,8407,8048,5.78,ok,
2025-12-23 04:32:17,CASE DOCS\02.09-1.pdf,extracted_text\02.09-1.txt,extracted_text\02.09-1.json,13,13,always,300,28199,22166,13.14,ok,
2025-12-23 04:42:52,CASE DOCS\02.09.2024_EXHIBIT A1 - TEXT RECORDS AND VISUALIZATIONS-1.pdf,extracted_text\02.09.2024_EXHIBIT A1 - TEXT RECORDS AND VISUALIZATIONS-1.txt,extracted_text\02.09.2024_EXHIBIT A1 - TEXT RECORDS AND VISUALIZATIONS-1.json,462,462,always,300,1076021,1080757,634.41,ok,
2025-12-23 04:42:55,CASE DOCS\02.09.2024_EXHIBIT A5 - EVICTION NOTICE TORN-1.pdf,extracted_text\02.09.2024_EXHIBIT A5 - EVICTION NOTICE TORN-1.txt,extracted_text\02.09.2024_EXHIBIT A5 - EVICTION NOTICE TORN-1.json,4,4,always,300,4484,3840,3.61,ok,
2025-12-23 04:43:08,CASE DOCS\02.09.2024_MTN FOR RECONSIDERATION  TO VACATETEMPORARY ORDS-1.pdf,extracted_text\02.09.2024_MTN FOR RECONSIDERATION  TO VACATETEMPORARY ORDS-1.txt,extracted_text\02.09.2024_MTN FOR RECONSIDERATION  TO VACATETEMPORARY ORDS-1.json,14,14,always,300,27224,21626,13.28,ok,
2025-12-23 04:43:12,CASE DOCS\02.09.24 -  Exhibit A.5 EVICTION NOTICE-1.pdf,extracted_text\02.09.24 -  Exhibit A.5 EVICTION NOTICE-1.txt,extracted_text\02.09.24 -  Exhibit A.5 EVICTION NOTICE-1.json,4,4,always,300,114,3664,3.2,ok,
2025-12-23 04:43:13,CASE DOCS\02.09.24 - EMERGENCY MOTION - EXHIBIT A.3-1.pdf,extracted_text\02.09.24 - EMERGENCY MOTION - EXHIBIT A.3-1.txt,extracted_text\02.09.24 - EMERGENCY MOTION - EXHIBIT A.3-1.json,2,2,always,300,26,1731,1.61,ok,
2025-12-23 04:43:24,CASE DOCS\02.09.24 - EMERGENCY MOTION TO RECONSIDER EVIDENCE AND VACATE TEMPORARY ORDERS-1.pdf,extracted_text\02.09.24 - EMERGENCY MOTION TO RECONSIDER EVIDENCE AND VACATE TEMPORARY ORDERS-1.txt,extracted_text\02.09.24 - EMERGENCY MOTION TO RECONSIDER EVIDENCE AND VACATE TEMPORARY ORDERS-1.json,13,13,always,300,26540,17593,10.72,ok,
2025-12-23 04:43:36,CASE DOCS\02.09.24 - EMERGENCY MOTION TO RECONSIDER-1.pdf,extracted_text\02.09.24 - EMERGENCY MOTION TO RECONSIDER-1.txt,extracted_text\02.09.24 - EMERGENCY MOTION TO RECONSIDER-1.json,13,13,always,300,26540,20738,11.63,ok,
2025-12-23 04:43:38,CASE DOCS\02.09.24 - EMERGENCY MOTION TO VACATE.pdf,extracted_text\02.09.24 - EMERGENCY MOTION TO VACATE.txt,extracted_text\02.09.24 - EMERGENCY MOTION TO VACATE.json,4,4,always,300,3793,3072,2.81,ok,
2025-12-23 04:43:51,CASE DOCS\02.09.24 - EMERGENCY MOTION.pdf,extracted_text\02.09.24 - EMERGENCY MOTION.txt,extracted_text\02.09.24 - EMERGENCY MOTION.json,13,13,always,300,26540,20738,12.26,ok,
2025-12-23 04:43:56,CASE DOCS\02.09.24 - Exhibit A.2 Text to Papaw-1.pdf,extracted_text\02.09.24 - Exhibit A.2 Text to Papaw-1.txt,extracted_text\02.09.24 - Exhibit A.2 Text to Papaw-1.json,6,6,always,300,618,4665,5.68,ok,
2025-12-23 04:43:59,CASE DOCS\02.09.24 - Exhibit A.3 Financial Transaction-1.pdf,extracted_text\02.09.24 - Exhibit A.3 Financial Transaction-1.txt,extracted_text\02.09.24 - Exhibit A.3 Financial Transaction-1.json,3,3,always,300,2134,2013,2.36,ok,
2025-12-23 04:44:04,CASE DOCS\02.09.24 - Exhibit A.4 BANK OVERDRAFT AND BUSINESS ADS-1.pdf,extracted_text\02.09.24 - Exhibit A.4 BANK OVERDRAFT AND BUSINESS ADS-1.txt,extracted_text\02.09.24 - Exhibit A.4 BANK OVERDRAFT AND BUSINESS ADS-1.json,7,7,always,300,180,3558,5.22,ok,
2025-12-23 04:44:11,CASE DOCS\02.09.24 - Exhibit A.4 Overdrawn Account-1.pdf,extracted_text\02.09.24 - Exhibit A.4 Overdrawn Account-1.txt,extracted_text\02.09.24 - Exhibit A.4 Overdrawn Account-1.json,8,8,always,300,1631,3744,7.16,ok,
2025-12-23 04:44:24,CASE DOCS\02.09.24 - Exhibit B.1 ORIGINAL PETITION FOR DIVORCE-1.pdf,extracted_text\02.09.24 - Exhibit B.1 ORIGINAL PETITION FOR DIVORCE-1.txt,extracted_text\02.09.24 - Exhibit B.1 ORIGINAL PETITION FOR DIVORCE-1.json,13,13,always,300,312,22414,12.78,ok,
2025-12-23 04:44:25,CASE DOCS\02.09.24 - Exhibit B.2 Dismissed Eviction-1.pdf,extracted_text\02.09.24 - Exhibit B.2 Dismissed Eviction-1.txt,extracted_text\02.09.24 - Exhibit B.2 Dismissed Eviction-1.json,2,2,always,300,1332,1245,1.28,ok,
2025-12-23 04:44:41,CASE DOCS\02.09.24 - Exhibit C.1 DEFENDANT'S ORIGINAL ANSWER-1.pdf,extracted_text\02.09.24 - Exhibit C.1 DEFENDANT'S ORIGINAL ANSWER-1.txt,extracted_text\02.09.24 - Exhibit C.1 DEFENDANT'S ORIGINAL ANSWER-1.json,18,18,always,300,3206,22367,15.47,ok,
2025-12-23 04:44:43,CASE DOCS\02.09.24 - EXHIBIT D - PROPOSED PARENTING PLAN-1.pdf,extracted_text\02.09.24 - EXHIBIT D - PROPOSED PARENTING PLAN-1.txt,extracted_text\02.09.24 - EXHIBIT D - PROPOSED PARENTING PLAN-1.json,4,4,always,300,136,3543,2.57,ok,
2025-12-23 04:55:19,CASE DOCS\02.09.25 - Exhibit A.1 TEXTS AND VIZUALIZATIONS-1.pdf,extracted_text\02.09.25 - Exhibit A.1 TEXTS AND VIZUALIZATIONS-1.txt,extracted_text\02.09.25 - Exhibit A.1 TEXTS AND VIZUALIZATIONS-1.json,458,458,always,300,1058307,1066958,635.64,ok,
